timestamp,event,severity,reason,user,user_type,source_ip,region,error_code
2026-04-03T23:58:03Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:38:15Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:38:15Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:38:22Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:38:18Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:38:19Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:38:57Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:38:57Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:39:01Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:39:47Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:39:54Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:39:47Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:39:55Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T17:39:59Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T18:23:48Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T18:23:48Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T19:48:10Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T19:49:17Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T19:49:17Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T19:48:10Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T19:53:08Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T19:53:08Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:03:04Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:03:04Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:20:48Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:20:48Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:28:25Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:29:34Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:29:34Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:28:55Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:28:25Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-04T20:28:55Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T01:57:42Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T01:57:42Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T02:06:05Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T02:06:39Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T02:05:25Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T02:20:21Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T02:20:21Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T02:25:54Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T02:25:54Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T19:08:21Z,GetCostAndUsage,MEDIUM,Access denied for GetCostAndUsage - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T19:08:21Z,GetCostForecast,MEDIUM,Access denied for GetCostForecast - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T19:54:33Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T19:54:26Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
2026-04-05T19:54:35Z,DescribeRegisteredRegions,MEDIUM,Access denied for DescribeRegisteredRegions - someone tried something they don't have permission for,kenil-admin,IAMUser,99.225.26.160,us-east-1,AccessDenied
